"BIBLIOGRAFIA";"AUTOR";"TITULO";"FECHA";"CRITERIO";"BLOQUE";"MEDIO";"SOPORTE";"TEMA";"PAIS";"ZONA";"TIPOLOGIA";"NOTAS";"CONCORDANCIA";"Valida";"cuantificador"
"Giralt Torrente, Marcos: Los seres felices. Barcelona: Editorial Anagrama, 2005.";"Giralt Torrente, Marcos";"Los seres felices";2005;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"cargándose de razones o tomando decisiones para el caso de que me opusiera; podía pretender que yo lo adivinara; podía estar recopilando argumentos para obligarme a cambiar lo que de mí le disgustaba con la excusa de mi paternidad cercana o simplemente no querer decirme nada porque no estuviera segura de que fuera mío. Cuanto más pensaba en ello, más me parecía haber encontrado una explicación. Ni siquiera consideraba descabellado que, en el colmo de su enajenación por el embarazo, pensara decírmelo en presencia de mi padre, que él ya lo supiera o que planeara decírnoslo a un tiempo. Cualquiera de estas posibilidades me parecía factible y";"si";"cuanto"
"Rodríguez Alcázar, Javier: El escolar brillante. Barcelona: Mondadori, 2005.";"Rodríguez Alcázar, Javier";"El escolar brillante";2005;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"l vino. Entonces dijo cosas muy extrañas acerca de si el vino tenía o no cuerpo (sobre el alma no llegó a decir nada) y acerca de si era redondo, como el Ser de Parménides. También le preocupaba que hubiera respirado lo suficiente. Cada vez era más difícil seguir su discurso. Para colmo, cuanto más bebía Horacio más utilizaba expresiones colombianas que nadie comprendía, como ""dar papaya"" y ""mamando gallo"". Yo, como no entendía nada, me entretenía dándole sorbitos a la copa de vino, y cuanto más sorbos le daba, menos entendía.";"si";"cuanto"
"Mendiluce, José María: La sonrisa de Ariadna. Barcelona: Planeta, 2005.";"Mendiluce, José María";"La sonrisa de Ariadna";2005;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"»Y verán que cuanto más aprendan, más indignados se sentirán por lo que nos están tramando y que ya han iniciado a nuestras espaldas. Quiero decirles que no están solos. Que podemos tejer una inmensa red de resistencia en nuestro país y fuera de nuestras fronteras. Quiero decirles que empezaremos a vender la vida, para que nos ayuden";"si";"cuanto"
"Sánchez, Pablo: Caja negra. Madrid: Lengua de trapo, 2005.";"Sánchez, Pablo";"Caja negra";2005;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"Recuerdo que estábamos en la cocina y preparábamos la cena. Yo no podía disimular mi inquietud por una situación cada vez más melodramática, pero cuanto más suspiraba yo, más se alegraba ella, porque interpretaba mi actitud de un modo completamente equivocado, como si hubiera alguna posibilidad real de que ella y yo compartiéramos el futuro.";"si";"cuanto"
"Figueras, Josefina: Protagonistas de la moda. Madrid: Ediciones Internacionales Universitarias, 2005.";"Figueras, Josefina";"Protagonistas de la moda";2005;"Primera edición";"No ficción";"Escrito";"Libro";"Actualidad, ocio y vida cotidiana";"España";;"Divulgación";;"- Sólo espero que no se equivoquen los que lo escriben... Es curioso, pero cuanto más triunfas, más te exiges. Tengo la suerte de tener un equipo muy bueno, gente que me secunda muy bien desde el principio. Este trabajo exige sacrificio, pero hay una gran alegría en esta creación, en esta entrega. Si volviera a nacer mil veces, mil veces escogería esta profesión. Cuando me meto";"si";"cuanto"
"Meraz, Carlos: «Alaban luminarias a Elvis por su legado musical». El Universal.com.mx. México D. F.: eluniversal.com.mx, 2005-08-16.";"Meraz, Carlos";"El Universal.com.mx";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"México";"México y Centroamérica";;;"Entre más caía al suelo, más representaba un Dios para sus fans. Era el rocanrol: la grandeza, la liberación sexual y la controversia. Elvis se comió a Estados Unidos antes de que Estados Unidos se lo comiera a él. (Bono ).";"si";"entre"
"Lerman, Gabriel: «Hilary Swank: 'trabajar con Clint, un sueño hecho realidad'». Elcomercio.com. Quito: elcomercio.com, 2005-03-07.";"Lerman, Gabriel";"Elcomercio.com";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Ecuador";"Andina";;;"vida. Debo admitir que nunca soñé con el boxeo en mi vida. No es que no me gustara, simplemente no lo entendía. No podía entender cómo alguien quería subirse a un ring para pegarle a otra persona y para que le pegaran. Pero como con cualquier otra cosa en la vida, cuanto más estudias algo más lo respetas. Para este filme me entrené entre cuatro y cuatro horas y media por día, seis días a la semana durante tres meses. Y cuando comenzamos a rodar, me seguí entrenando, pero la parte más intensa fue en esos primeros tres meses. Boxeaba durante dos horas y media al";"si";"cuanto"
"Lanza Valeriano, Raúl: «Tegucigalpa en el tiempo y en la historia». La Tribuna. Tegucigalpa: latribuna.hn, 2005-07-03.";"Lanza Valeriano, Raúl";"La Tribuna";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Honduras";"México y Centroamérica";;;"Y otra paradoja, aquellos falsos amigos y familiares que lo habían despreciado, recriminándolo acremente por su alcoholismo desenfrenado, fueron los primeros en derramar lágrimas de cocodrilo en el momento de su inhumación.- Ah... la humanidad...! Aquí cabe aquel refrán ""MIENTRAS MAS CONOZCO A LOS HOMBRES MAS QUIERO A MI PERRO...""";"si";"mientras"
"Fragui, Gonzalo: «La erótica del libro». Letralia. Cagua: letralia.com, 2005-02-07.";"Fragui, Gonzalo";"Letralia";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Venezuela";"Caribe continental";;;"Un lector abstemio decía: Amo a mis libros como los bebedores aman a sus vinos: mientras más leo, más me emborracho. Conclusión: somos lo que bebemos.";"si";"mientras"
"Fragui, Gonzalo: «La erótica del libro». Letralia. Cagua: letralia.com, 2005-02-07.";"Fragui, Gonzalo";"Letralia";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Venezuela";"Caribe continental";;;"Claro, no faltará el pesado, que después de leer este ""artículo"", diga con razón: ""Mientras más leo, más amo a mi perro"".";"si";"mientras"
"Guil, J.: «La médula del problema. En España hay 53.000 donantes, cifra considerada muy insuficiente». ABC.es. Madrid: abc.es, 2005-11-28.";"Guil, J.";"ABC.es";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Salud";"España";;;;"Ante estas dificultades, urge un aumento del número de donantes voluntarios no emparentados, ya que cuantos más haya, más fácil será hallar alguno compatible. En este mes de noviembre se ha alcanzado la cifra de 10 millones de donantes de progenitores hematopoyéticos no emparentados en todo el mundo, repartidos entre los 90 registros existentes. En España hay 53.000 donantes disponibles, lo que le sitúa en el puesto número entre los países donantes";"si";"cuanto"
"«El integrista Ahmadineyad da la sorpresa y vence en las presidenciales de Irán». El País.com. Madrid: elpais.com, 2005-06-24.";;"El País.com";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"España";;;;"También el guía supremo de la república, el ayatolá Alí Jamenei, animó a los iraníes a que acudieran masivamente a las urnas: ""Cuanto más participen y más votos obtenga el presidente que hoy salga de las urnas, mejor será para la tutela del país, el honor del pueblo y para llevar adelante los elevados fines de la nación"". Además, hizo un llamamiento a la transparencia del proceso electoral, y en concreto, ""a los";"no";"cuanto"
"«La Junta de la OIEA insta a Irán en una resolución a congelar de nuevo el enriquecimiento de uranio». Elmundo.es. Madrid: elmundo.es, 2005-08-12.";;"Elmundo.es";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"España";;;;"El portavoz dijo que Teherán ha cooperado con el Organismo Internacional de la Energía Atómica (OIEA), y que ""cuanto más pasa el tiempo más claro queda que las actividades nucleares de Irán son pacíficas, que no revisten ninguna ambigüedad y que no se apartan de la normativa internacional"".";"si";"cuanto"
"Burgos, Rosa: «La biosfera». Revista Natural. Madrid: revistanatural.com, 2005-03.";"Burgos, Rosa";"Revista Natural";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"España";;;"Periodicidad: trimestral";"Estas primeras bacterias o móneras crecieron y se multiplicaron por todo el océano. Cuantas más había más modificaban la química de la Tierra, obtenían su energía mediante un proceso que implicaba la ruptura de las moléculas alimenticias proceso que se denominaba fermentación (son las bacterias que utilizamos hoy en día para hacer queso, yogur, vino y pan). Las llamaremos productoras de burbujas, puesto que generan burbujas que generan los";"si";"cuanto"
"Burgos, Rosa: «La biosfera». Revista Natural. Madrid: revistanatural.com, 2005-03.";"Burgos, Rosa";"Revista Natural";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"España";;;"Periodicidad: trimestral";"Habría que valorar también otro proceso que se da en la evolución de los seres multicelulares que sería la consciencia, es decir, la capacidad de valorar y entender la posición/relación de cada ser y/o especie dentro de la escala evolutiva. En general parece claro que cuanto más aumenta la individual más fácil desconecta de su consciencia de especie. Quizás explique nuestra necesidad de perdurar, a pesar de lo que nos dice por ahora la ciencia, más allá del fin de nuestra existencia individual, o quizás se deba a que el subconsciente sabe que nuestra esencia vital ha recorrido infinidad de cuerpos y debe seguir";"si";"cuanto"
"El Búho: «Champagne, tensión superficial y guarradas en suspensión». EL BLOG DEL BÚHO. elblogdebuhogris.blogspot.com.es: elblogdebuhogris.blogspot.com.es, 2006-10-31.";"El Búho";"EL BLOG DEL BÚHO";2006;"Primera edición";"No ficción";"Escrito";" ";"Ciencias y tecnología";"España";;"Blog";;"Pero la propuesta de Xabi me hizo empezar a buscar en mi ya crecidita bibliografía de corte gastronómico y cuanto más leía más me iba interesando. Hasta el punto que he acabado comprando por Internet una monografía publicada en los Annales de Physique franceses (Ann. Phys. Fr. 27, n. 4, 2002) y que habla de la ""Physicochimie des bulles de champagne"". ¡Toma tratado científico de hondas repercusiones gastronómicas";"si";"cuanto"
"Nettel, Guadalupe: El huésped. Barcelona: Anagrama, 2006.";"Nettel, Guadalupe";"El huésped";2006;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"México";"México y Centroamérica";"Ficción";;"durante muchos años me rehusé a mirar a los ciegos. Cuando por casualidad coincidía con ellos en una calle, cambiaba de acera, con un horror semejante al que provocan los gatos negros en ciertos individuos. Eran señales de mal agüero que anunciaban la cercanía de La Cosa. Pero una ley infalible asegura que cuanto más repudiamos algo, más se aparece en nuestra vida. Así, de tanto detestarlos, comenzaron a surgir en todos lados: en el parque por el que paseaba diariamente, los consultorios que frecuentaba mi madre, el supermercado, las ferias y los centros comerciales; hasta que un día acabé acostumbrándome a su presencia";"si";"cuanto"
"Cucurto, Washington: El curandero del amor. Buenos Aires: Emecé, 2011.";"Cucurto, Washington";"El curandero del amor";2006;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Argentina";"Río de la Plata";"Ficción";;"montada, hacia el trabajo de María. Yo me volví a casa a las cuatro de la tarde y todos, suni, baltu, more, felipe y josé, augusto y dalia, mis seis hijos, dormían la siesta. Me tiré en el sillón a escuchar Rodrigo y olvidarme de todo, pero cuanto más quiero olvidarla más pienso en ella y en ella. En estas dos atorrantas que nunca se sabe qué estarán haciendo entre las fotocopiadoras del Centro de Estudiantes de la Facultad de Sociales, que yo las amo a las dos, una de Pergamino y otra del Coto, una revolucionaria y otra voladora, una";"si";"cuanto"
"Botero, Juan Carlos: El arrecife. Barcelona: Belacqva, 2006.";"Botero, Juan Carlos";"El arrecife";2006;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Colombia";"Caribe continental";"Ficción";;"Ahora la fuerza del agua me succionaba hacia adelante y luego me parecía escupir hacia atrás. Era difícil avanzar y más todavía mantener el control. Cuanto más pasaban los minutos más pequeño e insignificante me sentía, reducido por el incremento de la potencia que me zarandeaba. Me sentía como barrido por una escoba descomunal, con desprecio y desdén hacia la costa, pero a continuación era como si alguien me sujetara de las solapas y me atrajera hacia adelante con unas garras de hierro";"si";"cuanto"
"Beltrán, Rosa: Alta infidelidad. México D. F.: Alfaguara, 2011.";"Beltrán, Rosa";"Alta infidelidad";2006;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"México";"México y Centroamérica";"Ficción";;"Los siguientes meses los pasó entre Marcela y el recuerdo de Silvina. Y entre más pasaba el tiempo, más se convencía de que en aquel viaje había vivido algo irrepetible. Único. Y se acordaba sólo de los buenos momentos: el amor crece cuando está lejos. El deseo también, sobre todo cuando el objeto está en la imaginación. Y en la posibilidad, claro, de satisfacerlo algún";"si";"entre"
"Solares, Martín: Los minutos negros. Barcelona: Debolsillo, 2007.";"Solares, Martín";"Los minutos negros";2006;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"México";"México y Centroamérica";"Ficción";;"Se oyó un ""clic"" y Cabrera descubrió que el Chaneque apoyaba una navaja de resorte contra su panza. Mientras más intentaba esquivarla, más se clavaba en la barriga del Macetón. Cabrera sintió que palidecía: Ahí muere... ahí muere... Cuando decidió que era suficiente, Chávez guardó la navaja y se retiró. El Macetón respiró con alivio.";"si";"mientras"
"Torres, Mara: «III. La profesora de piano». Sin ti. Cuatro miradas desde la ausencia. Madrid: Aguilar, 2006.";"Torres, Mara";"Sin ti. Cuatro miradas desde la ausencia";2006;"Primera edición";"Ficción";"Escrito";"Libro";"Relato";"España";;"Ficción";;"-¿Has visto, Ale? Todo puede ser utilizado para entender la música. La música es novelar, es imaginar, es querer lo imposible. La música tiene profundidad, toda la que tú quieras o seas capaz de soñar y cuanto más sueñes más lejos vas a llegar.";"si";"cuanto"
