"source"	"ID_sentence"	"date"	"url"	"sentence"	"cor_manual"	"Cita_traducción"	"Interrumpida"	"Introductor"	"Comparativos"	"Modificados"	"Función_Scomp_prótasis"	"Función_Scomp_apódosis"	"SV_prótasis"	"SV_apódosis"	"Tiempo_verbal_prótasis"	"Tiempo_verbal_apódosis"	"Modo_verbal_prótasis"	"Modo_verbal_apódosis"	"Marco_sintáctico_oración"	"Interpretación_tanto_tanto"
"Plácido Domingo"	12	"2011-07-31"	"NA"	"Más corría la voz sobre las proezas de Domingo, más aumentaba el trance de los aplausos y se multiplicaban los precios de la reventa; especialmente aquella veraniega noche dominical en que la función fue transmitida en pantalla gigante en los aledaños de la plaza."	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"VS"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Plácido Domingo"	13	"2011-07-31"	"NA"	"Tanto ha crecido su carrera, tanto lo ha hecho el peso de la ópera en España."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"VS"	"pretérito perfecto compuesto"	"pretérito perfecto compuesto"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El fin de la fiesta"	15	"2021-07-31"	"NA"	"Más el mundo y los hábitos se generalizan miméticamente, más la tauromaquia abandera la diferencia y la excepción"	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"SV"	"SV"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El fin de la fiesta"	17	"2021-07-31"	"NA"	"Tanto se ha secularizado la sociedad, tanto el torero nos resulta atípico en la propia banalización del heroísmo."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V/Adj"	"CC"	"CC/Ptvo"	"VS"	"SV"	"pretérito perfecto compuesto"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El fin de la fiesta"	19	"2021-07-31"	"NA"	"Menos torea José Tomás, más su tauromaquia se hace nuclear."	"amonesca"	"no"	"no"	"NA"	"menos_más"	"V_V/Adj"	"CC"	"CC/Ptvo"	"VS"	"SV"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El fin de la fiesta"	20	"2021-07-31"	"NA"	"“Cuanto peor, mejor“, es el lema del sector ultra."	"normal"	"no"	"no"	"cuanto"	"mejor_peor"	"Adj_Adj"	"NA"	"NA"	"sin verbo"	"sin verbo"	"NA"	"NA"	"NA"	"NA"	"principal"	"NA"
"El fin de la fiesta"	21	"2021-07-31"	"NA"	"Tanto la sociedades “occidentales“ han tomado conciencia de la amenaza del medioambiente, tanto los toros deberían observarse como un modelo absoluto de preservación y de concepción modélica del hábitat natural, sin olvidar su capacidad de fijación de la vida rural, ahora que los partidos políticos se lanzan a la conquista de la España vacía."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"SV"	"SV"	"pretérito perfecto compuesto"	"condicional"	"indicativo"	"indicativo"	"principal"	"dinámica"
"El fin de la fiesta"	23	"2021-07-31"	"NA"	"Más boato le acompaña, más la quieren sus compatriotas y feligreses."	"amonesca"	"no"	"no"	"NA"	"más_más"	"N_V"	"S"	"CC"	"V"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El fin de la fiesta"	24	"2021-07-31"	"NA"	"Más sobrenaturales nos parecen, más se exponen a la devoción y la idolatría."	"amonesca"	"no"	"no"	"NA"	"más_más"	"Adj_V"	"Ptvo"	"CC"	"V"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El fin de la fiesta"	25	"2021-07-31"	"NA"	"Más uniformes son los hábitos, las costumbres y las culturas en los tiempos de la globalización, más interés revisten los acontecimientos insólitos e inexportables."	"amonesca"	"no"	"no"	"NA"	"más_más"	"Adj_N"	"Atr"	"Ptvo"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El fin de la fiesta"	26	"2021-07-31"	"NA"	"Más se respeta a sí misma y más auténtica se plantea, menos razones tiene para sentirse intimidada."	"amonesca"	"no"	"no"	"NA"	"más_y_más_menos"	"V_y_Adj_N"	"CC_y_Ptvo"	"OD"	"V_/V"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Pasa un torero"	29	"2005-07-31"	"NA"	"Más grande era la presión, peores eran los resultados. "	"amonesca"	"no"	"no"	"NA"	"más_peor"	"Adj_Adj"	"Atr"	"Atr"	"VS"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial"	"88_1"	"2020-09-18"	"https://www.elconfidencial.com/cultura/2020-09-18/novela-pobres-vuillard-pablo-iglesias_2751943/"	"y admitamos que la recompensa es mayor cuando más atención, concentración e implicación nos exigen."	"inversa"	"no"	"no"	"cuando"	"mayor_más"	"Adj_N"	"OD"	"Atr"	"V"	"SVComp"	"presente"	"presente"	"indicativo"	"indicativo"	"completiva"	"NA"
"Orbyt"	"65158_1"	"2008-08-03"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-35223446%233c7c407df64894c09fe74a858b5bb656"	"cuanto más complejos son los personajes, mejor sabe escrutarlos."	"normal"	"no"	"no"	"cuanto"	"más_mejor"	"Adj_Adv"	"Atr"	"CC"	"VS"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"65158_1"	"2008-08-03"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-35223446%233c7c407df64894c09fe74a858b5bb656"	"cuanto más le exigen vocalmente, mejor resuelve las aristas, coloca la voz y adquiere una dimensión intimidatoria."	"normal"	"no"	"no"	"cuanto"	"más_mejor"	"V_V"	"CC"	"CC"	"V_"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"65410_1"	"2008-05-22"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-34940991%2382338c978cae9099d2bbec7b0cca8f58"	"tanto habla, tanto daño hace."	"amonesca"	"traduce_inglés"	"no"	"NA"	"tanto_tanto"	"V_N"	"CC"	"OD"	"V"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"65425_1"	"2008-05-21"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-34940310%23cdb835fc5546a38e31f8f272b671f2da"	"y su historia demuestra una paradoja: más hundido estaba, más la gente lo idolatraba», explicaba ayer emir kusturica entre bocado y bocado de un sándwich."	"amonesca"	"traduce_inglés_o_francés"	"no"	"NA"	"más_más"	"Adj_V"	"Atr"	"CC"	"V"	"SV"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"66647_1"	"2006-06-29"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29114874%2379f496dc26cdcb01b2ad50e957967bb7"	"y cuanto más rápido, mejor», decía ollier."	"normal"	"traduce_francés"	"no"	"cuanto"	"más_mejor"	"Adj_V"	"NA"	"NA"	"sin verbo"	"sin verbo"	"NA"	"NA"	"NA"	"NA"	"principal"	"NA"
"Orbyt"	"67568_1"	"2005-02-19"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-28891413%237a601a3a48c5fb5681accd4cd44b0e16"	"r.- el ha dado una impronta general al equipo, consciente de que cuantos menos goles te hacen más partidos ganas."	"normal"	"traduce_italiano"	"no"	"cuanto"	"menos_más"	"N_N"	"OD"	"OD"	"V"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"completiva"	"NA"
"Orbyt"	"68365_1"	"2004-03-23"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-28937314%233142a4e77fe74fe0e9a36813a198cae4"	"así se explica que irureta se haya propuesto armar la defensa con todos los galones y pretenda  imponer el juego deportivista en la medular de acuerdo con una ecuación elemental: cuanto menos esté el balón en las botas del milan, menos posibilidades tendrán de herir."	"normal"	"no"	"no"	"cuanto"	"menos_menos"	"V_N"	"CC"	"OD"	"VS"	"V_"	"presente"	"futuro"	"subjuntivo"	"indicativo"	"principal"	"NA"
"Orbyt"	"68935_1"	"2003-09-06"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29941276%235bc59e7898f309525c4bec9c0f37fad1"	"cuantos más seamos, más posibilidades habrá de que el proceso de democratización se produzca tal como todos deseamos», matizó el cavaliere en presencia de aznar."	"normal"	"traduce_italiano"	"no"	"cuanto"	"más_más"	"N_N"	"Atr"	"OD"	"V"	"V_"	"presente"	"futuro"	"subjuntivo"	"indicativo"	"principal"	"NA"
"Orbyt"	"70017_1"	"2002-08-20"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29888096%23da09663885a18dbb2a2926f5c3de125c"	"tantos de vosotros me habéis esperado, tantos han querido encontrarme, pero no todos han podido hacerlo."	"interesante"	"no"	"no"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Orbyt"	"73642_1"	"2000-09-06"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29881003%233ab2f07be3fa24e7f90473717a735984"	"cuanto más oposición hay contra él, más fuerte le convertimos», matiza."	"normal"	"traduce_inglés_o_francés"	"no"	"cuanto"	"más_más"	"N_Adj"	"OD"	"Adj"	"V_"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"76265_1"	"2006-02-19"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-28924130%238c0b07b68fb561569a2cf9a59c750e2f"	"otra el mitah, el punto sagrado de la unión entre la cabeza y el cuello: cuanto más grande es el arco, más se acerca el caballo al canon de el buraq."	"normal"	"no"	"no"	"cuanto"	"más_más"	"Adj_V"	"Atr"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"78110_1"	"2007-03-12"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-28935998%2335f3227e71b23c4fba3cc16b64ccba0c"	"tan grande es tu enemigo, tanto pesas tú, parece decirse el outsider de las elecciones francesas."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"Adj_V"	"Atr"	"OD"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"78261_1"	"2006-10-28"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29311862%23e1dc51b6c947425ee788c82dc43bc7dd"	"«más se practica, más crece», deslizó la candidata."	"amonesca"	"traduce_francés"	"no"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"V"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"78273_1"	"2006-10-28"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29311862%23e1dc51b6c947425ee788c82dc43bc7dd"	"menos se practican, menos crecen."	"amonesca"	"no"	"no"	"NA"	"menos_menos"	"V_V"	"CC"	"CC"	"V"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"79255_1"	"2007-10-21"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29300729%232ea3a3c055edd1fc60b6095d468f6c2d"	"cuanto más sabemos de él, menos lo conocemos."	"normal"	"no"	"no"	"cuanto"	"más_menos"	"V_V"	"CC"	"CC"	"V_"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Cultureta Gran Reserva"	"sueltos_1"	"2022-07-09"	"https://www.ondacero.es/programas/mas-de-uno/la-cultureta/audios-podcast/cultureta-gran-reserva-roma-ciudad-desordenada-oscura_2022070962c9220a98b3200001c9ec57.html"	"Digo yo, querido [xxx], que más paganos son los santos, más me gusta a mí la Iglesia."	"amonesca"	"NA"	"NA"	"NA"	"más_más"	"Adj_V"	"Atr"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"completiva"	"NA"
"Tertulia Más de Uno"	"sueltos_2"	"2022-07-22"	"https://www.ondacero.es/programas/mas-de-uno/programas-completos/mas-uno-22072022_2022072262da93546fb9230001988bec.html"	"No se pueden crear enemigos megalómanos por muy… que… este tipo de antagonismos favorezca a quien lo origina, porque, claro, más grande es tu rival, mayor tamaño tienes tú."	"amonesca"	"NA"	"NA"	"NA"	"más_más"	"Adj_N"	"Atr"	"OD"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"causal"	"NA"
"Jot Down"	"sueltos_3"	"2019-05-15"	"https://www.jotdown.es/2019/05/gould/"	"Para llegar a Bach, Glenn Gould tiene que ser Glenn Gould. Y más llega a conocerse a sí mismo, más se acerca a las dimensiones metafísicas del patriarca de Leipzig."	"amonesca"	"NA"	"NA"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"V_"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Jot Down"	"sueltos_4"	"2019-05-15"	"https://www.jotdown.es/2019/05/gould/"	"Un canadiense fornido, divertido, entrañable, cuya personalidad se nos escapa cada vez que aspiramos a definirlo, a contenerlo. Más sabemos de él, menos lo conocemos."	"amonesca"	"NA"	"NA"	"NA"	"más_menos"	"V_V"	"CC"	"CC"	"V_"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Siete preguntas Más de uno"	"sueltos_5"	"2022-09-09"	"https://www.ondacero.es/programas/mas-de-uno/audios-podcast/opinion-masdeuno/espana-madruga/espana-que-madruga-09092022_20220909631ad7753090e00001328481.html"	"¿Os dais cuenta de que más lejos estaba la reina en su boato, en su liturgia y en su solemnidad, más cerca la percibían los súbditos y no al revés?"	"amonesca"	"NA"	"NA"	"NA"	"más_más"	"Adv_Adv"	"Atr"	"Ptvo"	"VS"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"completiva"	"NA"
"Tertulia Más de Uno"	"sueltos_6"	"2022-09-09"	"https://www.ondacero.es/programas/mas-de-uno/audios-podcast/opinion-masdeuno/tertulia/tertulia-muerte-isabel-supone-fin-siglo_20220909631b187cc8897200016688cd.html"	"Y creo que la forma en que ha cuidado esa relación con el pueblo, es decir, más lejos estoy, más cerca me sienten, eh, forma parte del misterio con que esta reina ha sabido cultivar la distinción de su linaje, la condición de la monarquía, el espesor litúrgico […]"	"amonesca"	"NA"	"NA"	"NA"	"más_más"	"Adv_Adv"	"Atr"	"Ptvo"	"V"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Sesión de control: Profesión, tertuliano (II)"	"sueltos_7"	"2021-08-26"	"https://www.amazon.es/Sesi%C3%B3n-de-Control/dp/B08K8P27RN/ref=sr_1_1?crid=L5ZVGYJJWAJ8&keywords=sesi%C3%B3n+de+control+podcast&qid=1663092083&sprefix=sesion+de+contr%2Caps%2C90&sr=8-1"	"Más un programa se acerca al prime time, más tiende a forzarse la línea roja del infoespectáculo, no digamos si hay público en el plató y si se establece una dramaturgia de la confrontación."	"amonesca"	"NA"	"NA"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"SV"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Indulto Más de Uno"	"sueltos_8"	"2021-09-02"	"NA"	"Peor le van las cosas al Madrid, mejor le van al Atleti."	"amonesca"	"NA"	"NA"	"NA"	"peor_mejor"	"V_V"	"CC"	"CC"	"VS"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Tertulia Más de Uno"	"sueltos_9"	"2021-09-27"	"NA"	"Tanto se acerca Alemania a la frontera, tanto surge y sube la extrema derecha [la frontera este]."	"amonesca"	"NA"	"NA"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Tertulia Más de Uno"	"sueltos_10"	"2021-09-27"	"NA"	"Porque más se ve fuera del sistema un partido, más sus hooligans se sienten identificados con esa fuerza."	"amonesca"	"NA"	"NA"	"NA"	"más_más"	"V/Adv_V/Adj"	"CC/CC"	"CC/Ptvo"	"VS"	"SV"	"presente"	"presente"	"indicativo"	"indicativo"	"causal"	"NA"
"Tertulia Más de Uno"	"sueltos_11"	"2021-09-07"	"NA"	"Más tiempo Sánchez está en la Moncloa, más garantías tienen las autonomías de seguir gobernando."	"amonesca"	"NA"	"NA"	"NA"	"más_más"	"N_N"	"CC"	"OD"	"SV"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Tertulia Más de Uno"	"sueltos_12"	"2021-10-08"	"https://www.ondacero.es/programas/mas-de-uno/audios-podcast/opinion-masdeuno/tertulia/tertulia-bono-cultural-medida-populista-gobierno-sanchez_20211008615ffe3d4390b50001835b4a.html"	"[Vargas Llosa escribió] Tiene este ensayo sobre la cultura del espectáculo, en la que tanto se ha desdibujado el concepto de la cultura, tanto la cultura ha dejado de tener peso, eh, precisamente porque cualquier minoría, para no sentirse discriminada, apela a su idiosincrasia cultural, para que no se la ofenda y para que se pueda reivindicar de cualquier manera."	"amonesca"	"NA"	"NA"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"SV"	"pretérito perfecto compuesto"	"pretérito perfecto compuesto"	"indicativo"	"indicativo"	"relativa"	"dinámica"
"El Confidencial (vídeo): ""La casa por la ventana"", en La imagen de la semana"	"sueltos_13"	"2021-10-10"	"NA"	"Tanto se celebran desde la izquierda las facilidades para encontrar por fin una vivienda digna, tanto la derecha denuncia el fantasma de la expropiación."	"amonesca"	"NA"	"NA"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"SV"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Indulto Más de Uno"	"sueltos_14"	"2021-10-13"	"https://www.ondacero.es/programas/mas-de-uno/audios-podcast/opinion-masdeuno/indultado/ruben-amon-indulta-jovenes-taurinos-tauromaquia-sera-cultura-ideario-sanchez-pero-algo-mejor-contracultura_2021101361669d7e02f9a9000111d28e.html"	"Hay que agradecer a Pedro Sánchez la cantidad de aficionados a los toros que está provocando su política antitaurina. Más los acosa, restringe, intimida, más se movilizan no ya los taurinos aletargados, que los había, sino las chavalas y los chavales jóvenes que se inician en la tauromaquia."	"amonesca"	"NA"	"NA"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"V"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Tertulia Más de Uno"	"sueltos_15"	"2021-12-09"	"NA"	"Cuanto más necesario es Ciudadanos, menos corpulencia tiene."	"normal"	"NA"	"NA"	"cuanto"	"más_menos"	"Adj_N"	"Atr"	"OD"	"VS"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Confidencial (vídeo): ""El insólito caso Garzón"", en La imagen de la semana"	"sueltos_16"	"2022-01-16"	"NA"	"Más arremete el socialismo orgánico contra el coordinador de Izquierda Unida, más lo protege Yolanda Díaz y más se demuestra que Sánchez no tiene autoridad ni mando en la zona rebelde de su propio Ejecutivo."	"amonesca"	"NA"	"NA"	"NA"	"más_más_y_más"	"V_V_y_V"	"CC"	"CC_y_CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Tertulia Más de Uno"	"sueltos_17"	"2022-01-18"	"NA"	"El Barça ha sido el reflejo del estado de ánimo de la causa soberanista y que, más prosperaba, más eco tenía el equipo de fútbol y más funcionaba como instrumento sentimental y emocional."	"amonesca"	"NA"	"NA"	"NA"	"más_más_y_más"	"V_N_y_V"	"CC"	"OD_y_CC"	"V"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"relativa"	"NA"
"Preguntas de Amón, Más de Uno"	"sueltos_18"	"2022-02-09"	"NA"	"[¿Necesita el PP que se adelanten todavía más las elecciones?] Más días pasan, más se desinfla el efecto Mañueco."	"amonesca"	"NA"	"NA"	"NA"	"más_más"	"V_V"	"S"	"CC"	"V"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Tertulia Más de Uno"	"sueltos_19"	"2022-03-02"	"NA"	"Más corpulenta se hace la guerra en Ucrania y más feroz se muestra Putin, más en ridículo quedan sus aliados de gobierno en España."	"amonesca"	"NA"	"NA"	"NA"	"más_y_más_más"	"Adj_y_Adj_SPrep"	"Ptvo_Ptvo"	"Ptvo_y_Ptvo"	"VS/VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Preguntas de Amón, Más de Uno"	"sueltos_20"	"2022-03-15"	"NA"	"Tanto Biden habla de la Tercera Guerra Mundial, tanto se dispara en España la demanda de búnkers o de búnkeres."	"amonesca"	"NA"	"NA"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"SV"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Tertulia Más de Uno"	"sueltos_21"	"2022-03-15"	"NA"	"Tanto Rusia amenaza la realidad europea, más se ha fortalecido [la realidad europea, la UE]."	"amonesca"	"NA"	"NA"	"NA"	"tanto_más"	"V_V"	"CC"	"CC"	"SV"	"V"	"presente"	"pretérito perfecto compuesto"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Indulto Más de Uno"	"sueltos_22"	"2022-05-09"	"NA"	"Tantas veces has visto al Madrid abatido, tantas has resucitado el fantasma de Juanito."	"amonesca"	"NA"	"NA"	"NA"	"tanto_tanto"	"N_N"	"CC"	"CC"	"V_"	"V_"	"pretérito perfecto compuesto"	"pretérito perfecto compuesto"	"indicativo"	"indicativo"	"principal"	"dinámica"
"La Cultureta Gran Reserva: de señores y criados y del derecho a las armas"	"sueltos_23"	"2022-05-28"	"NA"	"Seguro que habéis identificado el tema principal de la serie Arriba y abajo que se estrenó en 1971 y que narra la vida de la familia Bellamy y de su equipo de servicio: el mayordomo, la cocinera, la sirvienta principal. Porque la jerarquía dentro del servicio era compleja, y más compleja aún cuando más importante fuese la casa a la que servían."	"normal"	"NA"	"NA"	"cuando"	"más_más"	"Adj_Adj"	"NA"	"Atr"	"sin verbo"	"VS"	"NA"	"imperfecto"	"NA"	"subjuntivo"	"principal"	"NA"
"Indulto Más de Uno"	"sueltos_24"	"2022-06-16"	"NA"	"Tanto recela Moreno de Macarena Olona, tanto la ¿españolaza? que amerizó en Salobreña le recuerda que no habrá investidura si no la conviere a ella en la reina madre de Andalucía."	"amonesca"	"NA"	"NA"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"SV"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Tertulia Más de Uno"	"sueltos_25"	"2022-06-29"	"NA"	"Bueno, a ver, Alsina, tú tienes creada la tasa Feijóo, que es más sube la inflación, menos posibilidades tiene Sánchez de ser presidente del gobierno; con un 10,2, ¿no? La tasa Feijóo está muy alta."	"amonesca"	"NA"	"NA"	"NA"	"más_menos"	"V_N"	"CC"	"OD"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"completiva_sin_nexo"	"NA"
"Indulto Más de Uno"	"sueltos_26"	"2022-07-07"	"NA"	"Acudimos a Pamplona para testimoniar, desde hoy, que más pagano es un santo, más me gusta la iglesia."	"amonesca"	"NA"	"NA"	"NA"	"más_más"	"Adj_V"	"Atr"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"completiva"	"NA"
"El Confidencial, Isabel II, cuanto más lejos… más cerca"	"sueltos_27"	"2022-09-09"	"https://blogs.elconfidencial.com/espana/no-es-no/2022-09-09/muere-isabel-ii-monarquia-balmoral_3487842/?utm_source=twitter&utm_medium=social&utm_campaign=BotoneraWeb"	"Isabel II, cuanto más lejos… más cerca"	"normal"	"NA"	"NA"	"cuanto"	"más_más"	"Adv_Adv"	"NA"	"NA"	"sin verbo"	"sin verbo"	"NA"	"NA"	"NA"	"NA"	"principal"	"NA"
"El Confidencial, Isabel II, cuanto más lejos… más cerca"	"sueltos_28"	"2022-09-09"	"https://blogs.elconfidencial.com/espana/no-es-no/2022-09-09/muere-isabel-ii-monarquia-balmoral_3487842/?utm_source=twitter&utm_medium=social&utm_campaign=BotoneraWeb"	"Mayor era su boato, su fortuna, su noción teatral, su “diferencia”, más la querían sus súbditos. Y más cerca la sentían."	"amonesca"	"NA"	"NA"	"NA"	"mayor_más_y_más"	"Adj_Adv_y_Adv"	"Atr"	"CC_y_Ptvo"	"VS"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Tertulia Más de Uno"	"sueltos_29"	"2022-09-21"	"https://www.ondacero.es/programas/mas-de-uno/audios-podcast/opinion-masdeuno/tertulia/tertulia-empieza-nueva-fase-guerra-ucrania_20220921632acd6dc88972000172d0d0.html"	"Es que tú no puedes sostener con un minstro una línea de comportamiento que puedes considerar legítima y después estar trabajándote con tus socios de necesidad toda clase de ventajas y de privilegios para que te sostengan en el poder, porque más precaria es la mayoría de gobierno, más necesidad y más aprietan los nacionalismos para reivindicar más, más capacidad de gobierno, de autogobierno, ¿no?"	"amonesca"	"NA"	"NA"	"NA"	"más_más_y_más"	"Adj_N_y_V"	"Atr"	"NA_y_CC"	"VS"	"sin verbo/VS"	"presente"	"NA_y_presente"	"indicativo"	"NA_y_indicativo"	"causal"	"NA"
"El Confidencial, El debate del bochorno y la mediocridad"	"sueltos_30"	"2022-10-18"	"https://blogs.elconfidencial.com/espana/no-es-no/2022-10-18/sanchez-feijoo-senado-debate-bochorno-mediocridad_3508516/"	"Más tiempo transcurría, más se desordenaba y descentraba el debate."	"amonesca"	"NA"	"NA"	"NA"	"más_más"	"N_V"	"S"	"CC"	"V"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Tertulia Más de Uno"	"sueltos_31"	"2022-11-09"	"NA"	"Más débil está Podemos, pese a que piense Iglesias que quienes creemos esto somos estúpidos, más razones tiene ella para postularse como la solución a la izquierda de la izquierda."	"amonesca"	"NA"	"NA"	"NA"	"más_más"	"Adj_N"	"Atr"	"OD"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
