"source"	"ID_sentence"	"date"	"url"	"sentence"	"cor_manual"	"Cita_traducción"	"Interrumpida"	"Introductor"	"Comparativos"	"Modificados"	"Función_Scomp_prótasis"	"Función_Scomp_apódosis"	"SV_prótasis"	"SV_apódosis"	"Tiempo_verbal_prótasis"	"Tiempo_verbal_apódosis"	"Modo_verbal_prótasis"	"Modo_verbal_apódosis"	"Marco_sintáctico_oración"	"Interpretación_tanto_tanto"
"El Mundo (Ariadna)"	"396_6_3"	"2009-05-19"	"https://www.elmundo.es/elmundo/2009/05/19/lacuadrilla/1242723488.html"	"más corpulento era julián, más débil era por dentro."	"amonesca"	"no"	"no"	"NA"	"más_más"	"Adj_Adj"	"Atr"	"Atr"	"VS"	"V_"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"El Mundo (Ariadna)"	"396_6_4"	"2009-05-19"	"https://www.elmundo.es/elmundo/2009/05/19/lacuadrilla/1242723488.html"	"más enclenque se mostraba, más fuerte era en su interior."	"amonesca"	"no"	"no"	"NA"	"más_más"	"Adj_Adj"	"Ptvo"	"Atr"	"V"	"V_"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"El Mundo (Ariadna)"	"414_5_3"	"2009-04-21"	"https://www.elmundo.es/elmundo/2009/04/21/lacuadrilla/1240296466.html"	"menos cobran los toreros, más dinero ganan los empresarios."	"amonesca"	"no"	"no"	"NA"	"menos_más"	"V_N"	"OD"	"OD"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Mundo (Blog de Pecho)"	"50_5_2"	"2014-09-08"	"https://www.elmundo.es/blogs/elmundo/blogdepecho/2014/09/08/el-sindrome-wittgenstein.html"	"más años cumplía, más radicalizaba su aversión a los artistas, de forma que únicamente terminó tolerando a otto klemperer."	"amonesca"	"no"	"no"	"NA"	"más_más"	"N_V"	"OD"	"CC"	"V"	"V_"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"El Mundo (Blog de Pecho)"	"146_12_2"	"2012-09-12"	"https://www.elmundo.es/blogs/elmundo/blogdepecho/2012/09/12/de-jose-a-josep.html"	"las recuerdo de memoria porque me parece que reflejan una visión equilibrista y especulativa a bordo del puente aéreo: ""cuanto más catalán me dejan ser más español me siento""."	"normal"	"cita de memoria"	"no"	"cuanto"	"más_más"	"Adj_Adj"	"Atr"	"Ptvo"	"V"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"El Mundo (Blog de Pecho)"	"25_8_3"	"2015-02-02"	"https://www.elmundo.es/blogs/elmundo/blogdepecho/2015/02/02/marriner-con-la-nacional.html"	"sostiene que es la única profesión del mundo en que la sociedad y el mercado te valoran mejor cuantos más años tienes."	"inversa"	"no"	"no"	"cuanto"	"mejor_más"	"Adj_N"	"OD"	"Ptvo"	"V_"	"SVComp"	"presente"	"presente"	"indicativo"	"indicativo"	"relativa"	"NA"
"El Mundo (Blog de Pecho)"	"239_6_1"	"2010-09-18"	"https://www.elmundo.es/blogs/elmundo/blogdepecho/2010/09/18/carlos-kleiber.html"	"menos aceptaba dirigir, más se llenaban sus conciertos de adeptos y melómanos."	"amonesca"	"no"	"no"	"NA"	"menos_más"	"V_V"	"CC"	"CC"	"V"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"El Mundo (Blog de Pecho)"	"172_3_3"	"2012-03-12"	"https://www.elmundo.es/blogs/elmundo/blogdepecho/2012/03/12/goya-vs-beethoven.html"	"tanto envejecían, tanto se oscurecía su obra o se atisbaba simultáneamente el lenguaje de la vanguardia."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"V"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"32_1"	"2009-12-13"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-21495841"	"más obstáculos se oponían en su camino, más fuertes se hacían el emblema y la locomotora del orient express."	"amonesca"	"no"	"no"	"NA"	"más_más"	"N_Adj"	"S"	"Ptvo"	"V_"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"46_1"	"2009-12-06"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-21398788"	"partiendo de la elocuencia con que hablaba el propio françois pinault: «cuanto antes, mejor»."	"normal"	"traduce_francés"	"no"	"cuanto"	"antes_mejor"	"V_Adj"	"NA"	"NA"	"sin verbo"	"sin verbo"	"NA"	"NA"	"NA"	"NA"	"principal"	"NA"
"Orbyt"	"439_1"	"2009-10-04"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-39342614"	"´´más te pesas, más te obsesionas y menos pierdes."	"amonesca"	"traduce_francés"	"no"	"NA"	"más_más_y_menos"	"V_V_y_V"	"CC"	"CC_y_OD"	"V"	"V/V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"439_1"	"2009-10-04"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-39342614"	"más te olvidas, mejor te conservas."	"amonesca"	"traduce_francés"	"no"	"NA"	"más_mejor"	"V_V"	"CC"	"Ptvo"	"V"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"609_1"	"2009-06-24"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-16400547"	"tanto se contenía el público en el trance de escuchar cuanto se exacerbaba en el momento de aplaudir."	"inversa"	"no"	"no"	"cuanto"	"tanto_cuanto"	"V_V"	"CC"	"CC"	"V_"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"850_1"	"2009-04-25"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-14749847"	"p.- a más alfabetización, menos hijos."	"normal"	"no"	"no"	"a"	"más_menos"	"N_N"	"NA"	"NA"	"sin verbo"	"sin verbo"	"NA"	"NA"	"NA"	"NA"	"principal"	"NA"
"Orbyt"	"851_1"	"2009-04-25"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-14749847"	"a más estudios, menos hijos."	"normal"	"traduce_francés"	"no"	"a"	"más_menos"	"N_N"	"NA"	"NA"	"sin verbo"	"sin verbo"	"NA"	"NA"	"NA"	"NA"	"principal"	"NA"
"Orbyt"	"855_1"	"2009-04-25"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-14749847"	"los hijos se convierten en una inversión: si hay más en una casa con recursos limitados, menos se les puede garantizar una buena instrucción."	"normal"	"no"	"no"	"si"	"más_menos"	"V_V"	"OD"	"CC"	"VimpComp"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"915_1"	"2009-04-19"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-35178676"	"a cambio, propone dos, que además son estructurales: el envejecimiento de la población (a más edad, más conservadurismo) y la estratificación del sistema educativo."	"normal"	"no"	"no"	"a"	"más_más"	"N_N"	"NA"	"NA"	"sin verbo"	"sin verbo"	"NA"	"NA"	"NA"	"NA"	"principal"	"NA"
"Orbyt"	"1583_1"	"2008-08-20"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-35230679"	"menos extranjeros acuden a pekín y menos visados se facilitan, menos riesgos se contraen en términos de sabotaje, de contagio ideológico y de terrorismo."	"amonesca"	"no"	"no"	"NA"	"menos_y_menos_menos"	"N_y_N_N"	"S_y_S"	"S"	"V_/V"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"1584_1"	"2008-08-20"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-35230679"	"más conocen los espectadores el acontecimiento, más los atletas pueden erigirse en mediadores del misterio."	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"VS"	"SV"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"2278_1"	"2008-02-16"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-34878778"	"normalmente, cuanto más simples, son más bellos se presentan."	"normal"	"traduce_francés"	"no"	"cuanto"	"más_más"	"Adj_Adj"	"Atr"	"Ptvo"	"V"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"2492_1"	"2007-12-27"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29398283"	"y la experiencia demuestra que cuanto más trabaja el presidente, más trabaja el gobierno."	"normal"	"traduce_francés"	"no"	"cuanto"	"más_más"	"V_V"	"CC"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"completiva"	"NA"
"Orbyt"	"2659_1"	"2007-11-25"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29362549"	"de hecho, una de las paradojas del noviembre negro consiste precisamente en que más disminuía la adhesión de los operarios a la huelga, más aparatosos se hacían los desordenes, los piquetes y el caos."	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_Adj"	"CC"	"Ptvo"	"VS"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"completiva"	"NA"
"Orbyt"	"2748_1"	"2007-10-06"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29280842"	"un país es como una persona: cuanto más lo conoces, más ves sus defectos y aprecias sus virtudes."	"normal"	"traduce_francés"	"no"	"cuanto"	"más_más"	"V_V"	"CC"	"CC"	"V"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"3325_1"	"2007-03-03"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-28919075"	"cuando europa sea más un proyecto político, más será también un proyecto económico."	"normal"	"traduce_francés"	"no"	"cuando"	"más_más"	"V_V"	"CC"	"CC"	"SVComp"	"V_"	"presente"	"futuro"	"subjuntivo"	"indicativo"	"principal"	"NA"
"Orbyt"	"3739_1"	"2006-11-18"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29344301"	"tanto se apaga la estrella personal del cavaliere, tanto repercute el pesimismo en el equipo, hasta el extremo de que la derrota en los comicios legislativos de 2006 coincidió con la debacle institucional del milan a cuenta del escándalo de calciopoli."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"3807_1"	"2006-11-08"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29328484"	"prefirió exacerbar el patriotismo, desmarcarse de la otan, viajar amistosamente a moscú y a pekín como prueba de la soberanía francesa o como ejemplo del antiamericanismo: «tan grande es mi rival, tan grande soy yo»."	"amonesca"	"traduce_francés"	"no"	"NA"	"tan_tan"	"Adj_Adj"	"Atr"	"Atr"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"3841_1"	"2006-10-29"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-29335373"	"y fue su plataforma internacional de propaganda y de poder: más crecía versalles, más fuerte era francia, más tiempo había para los placeres."	"amonesca"	"no"	"no"	"NA"	"más_más_más"	"V_Adj_N"	"CC"	"Atr_OD"	"VS"	"VS/impersonal"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"4251_1"	"2006-03-05"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-28936169"	"menos se come, más se engorda."	"amonesca"	"traduce_francés"	"no"	"NA"	"menos_más"	"V_V"	"S"	"CC"	"V"	"V"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"4251_1"	"2006-03-05"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-28936169"	"a menos calorías no se adelgaza más."	"normal"	"traduce_francés"	"no"	"a"	"menos_más"	"N_V"	"NA"	"CC"	"sin verbo"	"Vcomp"	"NA"	"NA"	"NA"	"NA"	"principal"	"NA"
"Orbyt"	"15004_1"	"1998-10-09"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-31718713"	"a diferencia de españa, las votaciones parlamentarias italianas no se llevan a cabo con los escaños globales de la cámara, sino con los diputados presentes en la correspondiente sesión, es decir, que cuantos menos honorables haya en la sala, más holgada será la ventaja de 315 votos que persigue la coalición olivista."	"normal"	"no"	"no"	"cuanto"	"menos_más"	"N_Adj"	"OD"	"Atr"	"impersonal"	"VS"	"presente"	"futuro"	"subjuntivo"	"indicativo"	"completiva"	"NA"
"Orbyt"	"22581_1"	"1995-05-14"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-31217227"	"la razón de semejante sentencia radica en el número de trofeos, en las salidas a hombros o en la hipótesis de que los toros embisten con mayor regularidad cuando su trapío disminuye."	"inversa"	"no"	"Interrumpida"	"cuando"	"mayor_disminuir"	"N_"	"NA"	"CC"	"NA"	"SVComp"	"presente"	"presente"	"indicativo"	"indicativo"	"relativa"	"NA"
"Orbyt"	"24427_1"	"1993-10-01"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-22554051"	"de esa manera, cuantas más vacas se aprueben, más posibilidades hay de incrementar la cifra de machos que conformen las definitivas camadas."	"normal"	"no"	"no"	"cuanto"	"más_más"	"N_N"	"S"	"OD"	"V"	"impersonal"	"presente"	"presente"	"subjuntivo"	"indicativo"	"principal"	"NA"
"Orbyt"	"24505_1"	"1993-05-16"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-22501013"	"robles abrió la puerta grande y demostró que un matador de toros tiene mayor categoría cuando más capacidad posee para resolver las dificultades que obstaculizan su camino hacia el triunfo."	"inversa"	"no"	"no"	"cuando"	"mayor_más"	"N_N"	"OD"	"OD"	"V_"	"SVComp"	"presente"	"presente"	"indicativo"	"indicativo"	"completiva"	"NA"
"Orbyt"	"24511_1"	"1993-05-10"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-22478208"	"quizá la relación entre arte y decadencia no constituye ninguna novedad; desde altamira hasta nuestros días la crisis permanece aliada a las diversas manifestaciones culturales, bien porque no advertimos el significado de la vanguardia o ya porque nuestro presente difiere en exceso de ese pasado que idealizamos cuanto más remoto nos parece."	"inversa"	"no"	"Interrumpida"	"cuanto"	"idealizar_más"	"_Adj"	"Atr"	"NA"	"V"	"NA"	"presente"	"presente"	"indicativo"	"indicativo"	"relativa"	"NA"
"Orbyt"	"24647_1"	"1992-09-03"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-22475918"	"para entonces, curro vázquez, inspirado y puro, había impuesto su clasicismo sobre las tauromaquias de nuestro tiempo, en las que prima dar muletazos -cuantos más, mejor- y resulta indispensable cortar orejas, al precio que sea."	"normal"	"no"	"no"	"cuanto"	"más_mejor"	"N_Adj"	"NA"	"NA"	"sin verbo"	"sin verbo"	"NA"	"NA"	"NA"	"NA"	"principal"	"NA"
"Orbyt"	"24672_1"	"1992-07-25"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-22495205"	"la segunda se explica sola, cuantos menos haya para repartir, mejor."	"normal"	"no"	"no"	"cuanto"	"menos_mejor"	"N_Adj"	"OD"	"NA"	"V_"	"sin verbo"	"presente"	"presente"	"subjuntivo"	"subjuntivo"	"principal"	"NA"
"Orbyt"	"24750_1"	"1992-05-19"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-22502595"	"ojeda estuvo por debajo del toro -no era fácil superar esa calidad- y abusó de conducir su embestida con la pierna exageradamente retrasada, ya fuera para alargar el viaje o para pasárselo cuanto más lejos mejor."	"normal"	"no"	"no"	"cuanto"	"más_mejor"	"Adv_Adj"	"NA"	"NA"	"sin verbo"	"sin verbo"	"NA"	"NA"	"NA"	"NA"	"OD"	"NA"
"Orbyt"	"25200_1"	"1990-06-05"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-22264351"	"cuanto más se produzca y más rápido, mejor."	"normal"	"no"	"no"	"cuanto"	"más_mejor"	"V_Adj"	"CC"	"NA"	"V"	"sin verbo"	"presente"	"presente"	"subjuntivo"	"subjuntivo"	"principal"	"NA"
"Orbyt"	"25491_1"	"2015-07-25"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-70003610"	"tanto se esmeraba por contarnos mozart en su fantasía, su audacia, su lirismo y su comicidad, tanto veíamos sobre la tarima un telediario censurado."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"V_"	"V_"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"25859_1"	"2015-04-14"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-68081600"	"tanto evocan la remota décima y mitifican el asfalto de la a5, tanto eluden el trauma reciente del 4-0, así es que este ejercicio de memoria selectiva ubica el partido de esta noche en una paradoja preventiva: el atlético de madrid se ha sobrepuesto a la derrota de la final lisboeta, mientras que el real madrid no se ha sobrepuesto a la victoria."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"V_"	"V_"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"26333_1"	"2014-10-27"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-65269757"	"tanto el vulgo aclamaba a domingo, tanto los ´´milicianos´´ krausistas exacerbábamos la devoción al símbolo de la pureza."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"SV"	"SV"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"26441_1"	"2014-09-17"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-64560312"	"tantos libros vende su ex pareja en la inercia del escarnio colectivo, tantos votos desperdiga el jefe del  estado, aunque su ex valérie trierweiler no ha cumplido exactamente la promesa de acabar con él."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"N_N"	"OD"	"OD"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"26747_1"	"2014-06-04"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-62575717"	"y más era ella, más se acercaba a la heroína o a la mártir que le correspondía interpretar."	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"V_"	"V_"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"27214_1"	"2014-01-29"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-60026278"	"Forman parte de las ideas más solventes de la dramaturgia. Que resulta más eficaz cuando se hace más conceptual."	"inversa"	"no"	"no"	"cuando"	"más_más"	"Adj_Adj"	"Ptvo"	"Ptvo"	"VComp"	"VComp"	"presente"	"presente"	"indicativo"	"indicativo"	"relativa"	"NA"
"Orbyt"	"27350_1"	"2013-12-06"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-59132505"	"más años tienen, más se presupone la sabiduría del mediador."	"amonesca"	"no"	"no"	"NA"	"más_más"	"N_V"	"OD"	"CC"	"V"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"28050_1"	"2013-02-13"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-53874505"	"tanto se debilitaba la salud de juan pablo ii, tanto el secretario personal del papa se extralimitaba en sus funciones y se convertía en el cancerbero de la tercera planta."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"SV"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"28327_1"	"2012-11-17"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-52550592"	"tanto se abastecían las satrapías árabes de atletas subsaharianos, tanto las pulquérrimas democracias nórdicas adquirían refuerzos en ultramar."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"SV"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"28398_1"	"2012-10-11"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-51962278"	"tanto europa abjura de la nación estado en beneficio del continente sin fronteras, tanto prosperan las consignas soberanistas y se radicaliza el discurso identitario."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"SV"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"28545_1"	"2012-08-01"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-50781482"	"más culto es un país (¿francia?, ¿alemania?), más próspera es su economía."	"amonesca"	"no"	"no"	"NA"	"más_más"	"Adj_Adj"	"Atr"	"Atr"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"28561_1"	"2012-07-14"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-50469668"	"tanto peor nos van las cosas, tanto crece la lista y el perfil caricaturesco de los enemigos exteriores, de forma que el cura, el inmigrante y el farmacéutico se han convertido en arquetipos abyectos de insolidaridad."	"amonesca"	"no"	"no"	"NA"	"tanto peor_ tanto"	"V_V"	"CC"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"28722_1"	"2012-06-02"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-49731235"	"tanto se incomunica el vaticano en su naturaleza endogámica, tanto proliferan las versiones estrafalarias a propósito de los susurros y de los misterios."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"29340_1"	"2011-09-07"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-44523669"	"tanto se retrasa la edad de iniciación laboral, tanto se mejoran las estadísticas de la población adulta."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V"	"CC"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"29812_1"	"2011-04-26"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-41834880"	"más lo protestaban, más crecía su fama."	"amonesca"	"no"	"no"	"NA"	"más_más"	"V_V"	"CC"	"CC"	"V"	"VS"	"imperfecto"	"imperfecto"	"indicativo"	"indicativo"	"principal"	"NA"
"Orbyt"	"30272_1"	"2010-06-19"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-27014114"	"más o menos como si se abriera la idea según la cual cuanto más pequeño es el país más se satisface la inquietud del individuo."	"normal"	"traduce_francés"	"no"	"cuanto"	"más_más"	"Adj_V"	"Atr"	"CC"	"VS"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"completiva"	"NA"
"Orbyt"	"30987_1"	"2010-09-08"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-33167649"	"tanto crece la movilización, tanto el gobierno francés considera incuestionable la reforma del sistema de pensiones."	"amonesca"	"no"	"no"	"NA"	"tanto_tanto"	"V_V/Adj"	"CC"	"CC/Ptvo"	"VS"	"SV"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"dinámica"
"Orbyt"	"31559_1"	"2010-05-31"	"http://quiosco.elmundo.orbyt.es/hemeroteca/Noticia_Hemeroteca.aspx?hDoc=/archivoarticulos%2fArt%c3%adculos%2f2-25555313"	"con un problema: cuanto más tiempo pasa, más difícil resulta arrancar el secreto del fondo del mar."	"normal"	"no"	"no"	"cuanto"	"más_más"	"N_Adj"	"S"	"Ptvo"	"V"	"VS"	"presente"	"presente"	"indicativo"	"indicativo"	"principal"	"NA"
